COMM,Source,Destination,TotValue
pdr,slv,ken,1.42E-12
wht,slv,ken,8.81E-11
gro,slv,ken,6.24E-09
osd,slv,ken,1.10E-10
pdr,xca,ken,2.43E-12
wht,xca,ken,1.60E-10
gro,xca,ken,1.02E-08
osd,xca,ken,2.46E-09
pdr,dom,ken,4.97E-12
wht,dom,ken,1.88E-10
gro,dom,ken,2.26E-10
osd,dom,ken,8.04E-10
pdr,hti,ken,2.15E-13
wht,hti,ken,2.69E-12
gro,hti,ken,1.81E-10
osd,hti,ken,4.66E-13
pdr,jam,ken,4.69E-16
wht,jam,ken,2.52E-14
gro,jam,ken,5.70E-13
osd,jam,ken,6.82E-14
pdr,pri,ken,4.96E-08
wht,pri,ken,0.143913597
gro,pri,ken,0.097117305
osd,pri,ken,1.76E-07
pdr,tto,ken,1.59E-12
wht,tto,ken,2.14E-10
gro,tto,ken,1.88E-10
osd,tto,ken,1.35E-10
pdr,xcb,ken,9.82E-08
wht,xcb,ken,4.37E-06
gro,xcb,ken,4.67E-06
osd,xcb,ken,1.46E-05
pdr,aut,ken,3.41E-11
wht,aut,ken,2.93E-09
gro,aut,ken,4.77E-09
osd,aut,ken,1.17E-10
pdr,bel,ken,5.76E-11
wht,bel,ken,6.79E-09
gro,bel,ken,1.89E-09
osd,bel,ken,1.42E-10
pdr,bgr,ken,9.12E-11
wht,bgr,ken,1.84E-08
gro,bgr,ken,2.18E-08
osd,bgr,ken,1.42E-08
pdr,hrv,ken,3.12E-11
wht,hrv,ken,1.38E-08
gro,hrv,ken,1.69E-08
osd,hrv,ken,9.74E-09
pdr,cyp,ken,1.56E-11
wht,cyp,ken,1.55E-09
gro,cyp,ken,1.71E-08
osd,cyp,ken,6.85E-10
pdr,cze,ken,2.32E-11
wht,cze,ken,3.01E-08
gro,cze,ken,1.94E-08
osd,cze,ken,1.12E-09
pdr,dnk,ken,9.39E-11
wht,dnk,ken,7.31E-08
gro,dnk,ken,3.19E-08
osd,dnk,ken,4.79E-09
pdr,est,ken,3.97E-12
wht,est,ken,1.62E-09
gro,est,ken,1.22E-09
osd,est,ken,2.26E-10
pdr,fin,ken,1.40E-09
wht,fin,ken,4.64E-07
gro,fin,ken,4.10E-07
osd,fin,ken,2.90E-08
pdr,fra,ken,4.32E-08
wht,fra,ken,2.60E-05
gro,fra,ken,0.021118224
osd,fra,ken,1.68E-06
pdr,deu,ken,1.01E-10
wht,deu,ken,35.37166596
gro,deu,ken,1.97E-08
osd,deu,ken,0.023954712
pdr,grc,ken,3.19E-10
wht,grc,ken,1.19E-07
gro,grc,ken,2.54E-08
osd,grc,ken,1.72E-07
pdr,hun,ken,1.82E-11
wht,hun,ken,1.15E-08
gro,hun,ken,2.34E-09
osd,hun,ken,2.09E-09
pdr,irl,ken,9.65E-11
wht,irl,ken,2.77E-08
gro,irl,ken,1.07E-08
osd,irl,ken,2.88E-09
pdr,ita,ken,1.33E-09
wht,ita,ken,1.12E-07
gro,ita,ken,2.97E-08
osd,ita,ken,6.92E-08
pdr,lva,ken,1.20E-11
wht,lva,ken,16.67771912
gro,lva,ken,5.24E-09
osd,lva,ken,9.77E-10
pdr,ltu,ken,3.00E-12
wht,ltu,ken,1.585541248
gro,ltu,ken,1.28E-09
osd,ltu,ken,3.23E-09
pdr,lux,ken,7.26E-11
wht,lux,ken,4.94E-09
gro,lux,ken,3.08E-09
osd,lux,ken,1.88E-10
pdr,mlt,ken,8.50E-12
wht,mlt,ken,4.00E-09
gro,mlt,ken,6.24E-10
osd,mlt,ken,2.33E-11
pdr,nld,ken,1.73E-10
wht,nld,ken,1.33E-08
gro,nld,ken,5.87E-09
osd,nld,ken,0.065726101
pdr,pol,ken,2.19E-11
wht,pol,ken,42.06187058
gro,pol,ken,1.25E-08
osd,pol,ken,5.99E-09
pdr,prt,ken,2.60E-10
wht,prt,ken,3.80E-09
gro,prt,ken,6.04E-09
osd,prt,ken,1.36E-08
pdr,rou,ken,4.05E-11
wht,rou,ken,8.18E-09
gro,rou,ken,2.15E-08
osd,rou,ken,4.05E-10
pdr,svk,ken,2.56E-12
wht,svk,ken,1.78E-09
gro,svk,ken,1.75E-09
osd,svk,ken,1.14E-10
pdr,svn,ken,3.54E-12
wht,svn,ken,7.47E-10
gro,svn,ken,8.79E-11
osd,svn,ken,2.56E-11
pdr,esp,ken,1.49E-09
wht,esp,ken,1.29E-07
gro,esp,ken,6.17E-08
osd,esp,ken,5.17E-08
pdr,swe,ken,4.01E-11
wht,swe,ken,2.04E-08
gro,swe,ken,8.05E-09
osd,swe,ken,1.35E-09
pdr,gbr,ken,8.30E-10
wht,gbr,ken,0.013836719
gro,gbr,ken,0.004717565
osd,gbr,ken,1.73E-08
pdr,che,ken,6.08E-11
wht,che,ken,5.36E-09
gro,che,ken,5.00E-09
osd,che,ken,4.34E-09
pdr,nor,ken,1.89E-10
wht,nor,ken,2.09E-08
gro,nor,ken,7.89E-08
osd,nor,ken,2.36E-09
pdr,xef,ken,5.22E-09
wht,xef,ken,1.05E-06
gro,xef,ken,4.38E-07
osd,xef,ken,9.98E-08
pdr,alb,ken,8.61E-12
wht,alb,ken,1.60E-08
gro,alb,ken,5.62E-09
osd,alb,ken,3.58E-08
pdr,srb,ken,4.82E-12
wht,srb,ken,4.19E-09
gro,srb,ken,3.93E-09
osd,srb,ken,7.81E-11
pdr,blr,ken,5.76E-11
wht,blr,ken,1.14E-09
gro,blr,ken,8.31E-10
osd,blr,ken,4.25E-10
pdr,rus,ken,4.61E-11
wht,rus,ken,182.0701141
gro,rus,ken,9.79996872
osd,rus,ken,2.60E-10
pdr,ukr,ken,3.36E-10
wht,ukr,ken,61.21393585
gro,ukr,ken,29.74400139
osd,ukr,ken,1.18E-08
pdr,xee,ken,2.99E-12
wht,xee,ken,1.11E-09
gro,xee,ken,5.46E-10
osd,xee,ken,1.05E-10
pdr,xer,ken,1.13E-07
wht,xer,ken,6.88E-05
gro,xer,ken,6.34E-05
osd,xer,ken,3.87E-06
pdr,kaz,ken,3.83E-12
wht,kaz,ken,1.80E-09
gro,kaz,ken,7.36E-10
osd,kaz,ken,9.18E-12
pdr,kgz,ken,2.53E-11
wht,kgz,ken,8.85E-10
gro,kgz,ken,6.80E-09
osd,kgz,ken,6.67E-12
pdr,tjk,ken,4.27E-10
wht,tjk,ken,1.19E-07
gro,tjk,ken,5.46E-08
osd,tjk,ken,7.05E-08
pdr,uzb,ken,1.56E-06
wht,uzb,ken,7.22E-05
gro,uzb,ken,0.000143256
osd,uzb,ken,0.000332065
pdr,xsu,ken,2.96E-07
wht,xsu,ken,0.000138888
gro,xsu,ken,5.69E-05
osd,xsu,ken,7.09E-07
pdr,arm,ken,1.75E-11
wht,arm,ken,2.39E-09
gro,arm,ken,1.38E-08
osd,arm,ken,8.34E-10
pdr,aze,ken,2.37E-09
wht,aze,ken,1.09E-07
gro,aze,ken,5.83E-08
osd,aze,ken,4.19E-09
pdr,geo,ken,3.96E-11
wht,geo,ken,1.62E-08
gro,geo,ken,1.26E-07
osd,geo,ken,7.69E-11
pdr,bhr,ken,1.63E-09
wht,bhr,ken,1.11E-09
gro,bhr,ken,4.03E-09
osd,bhr,ken,2.46E-11
pdr,irn,ken,0.000546674
wht,irn,ken,0.00405666
gro,irn,ken,0.001208419
osd,irn,ken,0.000146795
pdr,irq,ken,2.07E-15
wht,irq,ken,1.44E-16
gro,irq,ken,5.22E-16
osd,irq,ken,1.54E-17
pdr,isr,ken,3.86E-10
wht,isr,ken,2.27E-08
gro,isr,ken,3.33E-08
osd,isr,ken,0.039821107
pdr,jor,ken,1.22E-10
wht,jor,ken,1.36E-08
gro,jor,ken,1.28E-07
osd,jor,ken,1.58E-08
pdr,kwt,ken,8.52E-17
wht,kwt,ken,4.53E-15
gro,kwt,ken,3.25E-15
osd,kwt,ken,1.18E-16
pdr,lbn,ken,1.05E-10
wht,lbn,ken,1.47E-08
gro,lbn,ken,4.44E-09
osd,lbn,ken,1.52E-08
pdr,omn,ken,2.49E-11
wht,omn,ken,2.17E-10
gro,omn,ken,1.47E-09
osd,omn,ken,3.01E-12
pdr,pse,ken,8.39E-10
wht,pse,ken,3.69E-07
gro,pse,ken,8.03E-08
osd,pse,ken,2.26E-06
pdr,qat,ken,1.26E-05
wht,qat,ken,8.06E-06
gro,qat,ken,1.72E-05
osd,qat,ken,1.57E-07
pdr,sau,ken,2.25E-11
wht,sau,ken,3.45E-08
gro,sau,ken,1.45E-08
osd,sau,ken,9.15E-11
pdr,syr,ken,9.21E-15
wht,syr,ken,2.80E-11
gro,syr,ken,2.06E-12
osd,syr,ken,5.05E-12
pdr,tur,ken,1.29E-09
wht,tur,ken,4.81E-07
gro,tur,ken,1.33E-07
osd,tur,ken,0.026674172
pdr,are,ken,0.030121427
wht,are,ken,1.33E-05
gro,are,ken,0.006783475
osd,are,ken,0.043450233
pdr,dza,ken,1.33E-13
wht,dza,ken,2.88E-10
gro,dza,ken,1.25E-10
osd,dza,ken,1.65E-12
pdr,egy,ken,3.90E-07
wht,egy,ken,2.35E-06
gro,egy,ken,5.90E-07
osd,egy,ken,3.89E-07
pdr,mar,ken,2.82E-09
wht,mar,ken,5.21E-07
gro,mar,ken,1.83E-07
osd,mar,ken,1.26E-07
pdr,tun,ken,2.59E-10
wht,tun,ken,2.83E-08
gro,tun,ken,9.90E-08
osd,tun,ken,1.09E-09
pdr,xnf,ken,2.29E-08
wht,xnf,ken,1.03E-05
gro,xnf,ken,4.45E-06
osd,xnf,ken,7.67E-08
pdr,ben,ken,1.17E-11
wht,ben,ken,1.96E-11
gro,ben,ken,6.22E-09
osd,ben,ken,8.53E-10
pdr,cmr,ken,1.19E-10
wht,cmr,ken,6.07E-11
gro,cmr,ken,2.48E-08
osd,cmr,ken,7.35E-10
pdr,civ,ken,3.40E-08
wht,civ,ken,4.26E-09
gro,civ,ken,9.84E-09
osd,civ,ken,5.24E-09
pdr,gha,ken,4.89E-07
wht,gha,ken,1.46E-08
gro,gha,ken,2.12E-06
osd,gha,ken,1.77E-06
pdr,mli,ken,2.48E-09
wht,mli,ken,7.32E-10
gro,mli,ken,6.79E-08
osd,mli,ken,3.65E-09
pdr,ner,ken,2.95E-06
wht,ner,ken,1.49E-07
gro,ner,ken,0.000106279
osd,ner,ken,9.55E-06
pdr,nga,ken,4.96E-12
wht,nga,ken,1.28E-13
gro,nga,ken,9.21E-12
osd,nga,ken,3.66E-12
pdr,sen,ken,2.65E-09
wht,sen,ken,3.93E-09
gro,sen,ken,5.40E-07
osd,sen,ken,1.69E-07
pdr,xwf,ken,3.06E-05
wht,xwf,ken,2.45E-06
gro,xwf,ken,0.000510881
osd,xwf,ken,4.82E-05
pdr,caf,ken,2.26E-05
wht,caf,ken,4.28E-05
gro,caf,ken,4.04E-05
osd,caf,ken,0.000192426
pdr,tcd,ken,0.000156959
wht,tcd,ken,8.36E-05
gro,tcd,ken,0.000679864
osd,tcd,ken,0.000593728
pdr,gnq,ken,1.37E-05
wht,gnq,ken,3.37E-06
gro,gnq,ken,1.22E-05
osd,gnq,ken,7.61E-07
pdr,xac,ken,1.12E-08
wht,xac,ken,4.62E-07
gro,xac,ken,8.77E-06
osd,xac,ken,3.31E-05
pdr,com,ken,1.41E-06
wht,com,ken,4.46E-08
gro,com,ken,9.80E-07
osd,com,ken,1.36E-07
pdr,eth,ken,1.09E-08
wht,eth,ken,2.99E-06
gro,eth,ken,15.40307427
osd,eth,ken,0.184019014
pdr,ken,ken,71.06865996
wht,ken,ken,90.84340574
gro,ken,ken,1753.125758
osd,ken,ken,1166.744539
pdr,mdg,ken,1.35E-13
wht,mdg,ken,5.35E-11
gro,mdg,ken,2.00E-10
osd,mdg,ken,9.37E-10
pdr,mwi,ken,3.23E-05
wht,mwi,ken,1.75E-07
gro,mwi,ken,6.50E-05
osd,mwi,ken,10.09440804
pdr,mus,ken,3.06E-10
wht,mus,ken,2.18E-08
gro,mus,ken,1.15E-08
osd,mus,ken,4.20E-09
pdr,moz,ken,6.72E-14
wht,moz,ken,5.93E-15
gro,moz,ken,2.370604515
osd,moz,ken,1.33E-13
pdr,rwa,ken,7.52E-06
wht,rwa,ken,4.91E-07
gro,rwa,ken,2.00E-05
osd,rwa,ken,0.006814665
pdr,sdn,ken,3.51E-09
wht,sdn,ken,6.78E-07
gro,sdn,ken,19.90753746
osd,sdn,ken,0.001059969
pdr,tza,ken,1.34E-10
wht,tza,ken,1.90E-11
gro,tza,ken,7.518973827
osd,tza,ken,0.293002993
pdr,uga,ken,2.27E-06
wht,uga,ken,3.23E-07
gro,uga,ken,53.01941681
osd,uga,ken,6.130567551
pdr,zmb,ken,1.05E-07
wht,zmb,ken,3.49E-06
gro,zmb,ken,35.63148117
osd,zmb,ken,0.176006392
pdr,zwe,ken,4.29E-08
wht,zwe,ken,1.35E-05
gro,zwe,ken,0.204533726
osd,zwe,ken,0.027599687
pdr,xec,ken,1.38E-05
wht,xec,ken,3.52E-06
gro,xec,ken,0.000181645
osd,xec,ken,4.73E-05
pdr,bwa,ken,6.29E-11
wht,bwa,ken,3.91E-09
gro,bwa,ken,6.89E-08
osd,bwa,ken,5.58E-10
pdr,swz,ken,8.38E-12
wht,swz,ken,3.77E-11
gro,swz,ken,2.50E-09
osd,swz,ken,9.73E-13
pdr,nam,ken,2.66E-11
wht,nam,ken,2.13E-09
gro,nam,ken,4.51E-08
osd,nam,ken,5.40E-11
pdr,zaf,ken,4.18E-10
wht,zaf,ken,8.93E-08
gro,zaf,ken,115.11586
osd,zaf,ken,1.263745427
pdr,xtw,ken,8.84E-11
wht,xtw,ken,7.69E-09
gro,xtw,ken,1.82E-08
osd,xtw,ken,5.75E-10
pdr,aus,mdg,1.05E-07
wht,aus,mdg,3.19E-06
gro,aus,mdg,4.71E-06
osd,aus,mdg,1.76E-07
pdr,nzl,mdg,1.22E-08
wht,nzl,mdg,8.25E-07
gro,nzl,mdg,2.53E-06
osd,nzl,mdg,3.61E-08
pdr,xoc,mdg,1.66E-08
wht,xoc,mdg,1.12E-06
gro,xoc,mdg,3.44E-06
osd,xoc,mdg,4.90E-08
pdr,chn,mdg,0.001102602
wht,chn,mdg,0.000313626
gro,chn,mdg,0.000528411
osd,chn,mdg,8.76E-05
pdr,hkg,mdg,9.18E-07
wht,hkg,mdg,2.36E-05
gro,hkg,mdg,1.22E-05
osd,hkg,mdg,4.89E-07
pdr,jpn,mdg,6.40E-07
wht,jpn,mdg,5.24E-06
gro,jpn,mdg,3.53E-06
osd,jpn,mdg,8.81E-07
pdr,kor,mdg,1.04E-06
wht,kor,mdg,9.71E-06
gro,kor,mdg,6.32E-06
osd,kor,mdg,1.40E-05
pdr,mng,mdg,1.14E-09
wht,mng,mdg,1.64E-07
gro,mng,mdg,7.47E-08
osd,mng,mdg,7.06E-10
pdr,twn,mdg,3.96E-08
wht,twn,mdg,1.99E-06
gro,twn,mdg,8.01E-06
osd,twn,mdg,4.02E-06
pdr,xea,mdg,6.73E-08
wht,xea,mdg,2.24E-06
gro,xea,mdg,1.12E-06
osd,xea,mdg,3.61E-08
pdr,brn,mdg,3.94E-08
wht,brn,mdg,2.09E-07
gro,brn,mdg,1.00E-07
osd,brn,mdg,3.87E-08
pdr,khm,mdg,0.000110547
wht,khm,mdg,1.12E-06
gro,khm,mdg,2.09E-05
osd,khm,mdg,7.64E-05
pdr,idn,mdg,9.19E-06
wht,idn,mdg,1.14E-05
gro,idn,mdg,0.000728127
osd,idn,mdg,0.000217051
pdr,lao,mdg,5.22E-09
wht,lao,mdg,7.70E-12
gro,lao,mdg,1.25E-09
osd,lao,mdg,3.70E-11
pdr,mys,mdg,6.30E-07
wht,mys,mdg,6.44E-06
gro,mys,mdg,4.07E-06
osd,mys,mdg,1.51E-06
pdr,phl,mdg,6.00E-07
wht,phl,mdg,4.89E-08
gro,phl,mdg,4.03E-07
osd,phl,mdg,6.07E-07
pdr,sgp,mdg,5.54E-08
wht,sgp,mdg,2.95E-06
gro,sgp,mdg,1.49E-06
osd,sgp,mdg,2.12E-07
pdr,tha,mdg,7.80E-07
wht,tha,mdg,5.58E-06
gro,tha,mdg,1.02E-05
osd,tha,mdg,0.002404954
pdr,vnm,mdg,3.61E-05
wht,vnm,mdg,1.88E-06
gro,vnm,mdg,1.15E-05
osd,vnm,mdg,2.70E-05
pdr,xse,mdg,0.000453865
wht,xse,mdg,4.60E-06
gro,xse,mdg,8.59E-05
osd,xse,mdg,0.000313798
pdr,afg,mdg,4.64E-08
wht,afg,mdg,6.06E-05
gro,afg,mdg,2.11E-05
osd,afg,mdg,8.23E-08
pdr,bgd,mdg,1.25E-13
wht,bgd,mdg,1.04E-11
gro,bgd,mdg,2.49E-11
osd,bgd,mdg,5.77E-11
pdr,ind,mdg,0.005147509
wht,ind,mdg,0.005625425
gro,ind,mdg,0.0037345
osd,ind,mdg,0.130562633
pdr,npl,mdg,6.04E-07
wht,npl,mdg,5.53E-07
gro,npl,mdg,7.95E-07
osd,npl,mdg,2.33E-07
pdr,pak,mdg,0.198251024
wht,pak,mdg,4.76E-07
gro,pak,mdg,2.17E-07
osd,pak,mdg,2.25E-07
pdr,lka,mdg,3.33E-11
wht,lka,mdg,3.86E-12
gro,lka,mdg,1.52E-11
osd,lka,mdg,6.04E-10
pdr,xsa,mdg,1.27E-06
wht,xsa,mdg,7.30E-06
gro,xsa,mdg,2.30E-06
osd,xsa,mdg,5.59E-06
pdr,can,mdg,8.93E-08
wht,can,mdg,1.82E-05
gro,can,mdg,5.96E-06
osd,can,mdg,6.81E-06
pdr,usa,mdg,2.16E-06
wht,usa,mdg,0.000136528
gro,usa,mdg,0.00013227
osd,usa,mdg,8.42E-06
pdr,mex,mdg,2.05E-08
wht,mex,mdg,2.61E-06
gro,mex,mdg,1.79E-05
osd,mex,mdg,1.57E-07
pdr,xna,mdg,2.38E-08
wht,xna,mdg,2.14E-06
gro,xna,mdg,1.48E-06
osd,xna,mdg,4.17E-07
pdr,arg,mdg,1.54E-07
wht,arg,mdg,6.52E-06
gro,arg,mdg,9.61E-06
osd,arg,mdg,5.94E-07
pdr,bol,mdg,6.10E-09
wht,bol,mdg,7.40E-07
gro,bol,mdg,2.60E-06
osd,bol,mdg,9.11E-07
pdr,bra,mdg,8.11E-06
wht,bra,mdg,1.45E-05
gro,bra,mdg,0.000200937
osd,bra,mdg,3.49E-06
pdr,chl,mdg,7.32E-09
wht,chl,mdg,6.21E-07
gro,chl,mdg,9.01E-07
osd,chl,mdg,7.37E-09
pdr,col,mdg,4.24E-12
wht,col,mdg,2.99E-12
gro,col,mdg,2.72E-11
osd,col,mdg,1.63E-12
pdr,ecu,mdg,3.71E-08
wht,ecu,mdg,6.98E-07
gro,ecu,mdg,1.59E-05
osd,ecu,mdg,2.46E-07
pdr,pry,mdg,3.02E-14
wht,pry,mdg,8.21E-12
gro,pry,mdg,2.77E-11
osd,pry,mdg,5.36E-13
pdr,per,mdg,3.59E-13
wht,per,mdg,1.68E-11
gro,per,mdg,4.13E-11
osd,per,mdg,1.13E-12
pdr,ury,mdg,1.60E-08
wht,ury,mdg,1.74E-06
gro,ury,mdg,7.52E-07
osd,ury,mdg,1.88E-07
pdr,ven,mdg,1.60E-09
wht,ven,mdg,5.22E-07
gro,ven,mdg,9.77E-07
osd,ven,mdg,5.58E-08
pdr,xsm,mdg,3.11E-09
wht,xsm,mdg,1.81E-07
gro,xsm,mdg,8.09E-07
osd,xsm,mdg,2.76E-08
pdr,cri,mdg,8.60E-09
wht,cri,mdg,1.71E-07
gro,cri,mdg,9.70E-08
osd,cri,mdg,4.90E-08
pdr,gtm,mdg,2.11E-08
wht,gtm,mdg,1.39E-06
gro,gtm,mdg,8.83E-05
osd,gtm,mdg,2.13E-05
pdr,hnd,mdg,3.71E-07
wht,hnd,mdg,4.05E-07
gro,hnd,mdg,3.43E-05
osd,hnd,mdg,5.12E-08
pdr,nic,mdg,8.90E-09
wht,nic,mdg,9.04E-09
gro,nic,mdg,7.40E-07
osd,nic,mdg,5.18E-09
pdr,pan,mdg,1.29E-08
wht,pan,mdg,2.42E-07
gro,pan,mdg,9.10E-07
osd,pan,mdg,2.71E-08
pdr,slv,mdg,3.17E-10
wht,slv,mdg,1.97E-08
gro,slv,mdg,1.39E-06
osd,slv,mdg,2.44E-08
pdr,xca,mdg,4.09E-10
wht,xca,mdg,2.69E-08
gro,xca,mdg,1.71E-06
osd,xca,mdg,4.13E-07
pdr,dom,mdg,4.61E-10
wht,dom,mdg,1.74E-08
gro,dom,mdg,2.10E-08
osd,dom,mdg,7.46E-08
pdr,hti,mdg,3.20E-13
wht,hti,mdg,4.01E-12
gro,hti,mdg,2.70E-10
osd,hti,mdg,6.96E-13
pdr,jam,mdg,1.50E-14
wht,jam,mdg,8.07E-13
gro,jam,mdg,1.82E-11
osd,jam,mdg,2.18E-12
pdr,pri,mdg,7.96E-09
wht,pri,mdg,8.09E-07
gro,pri,mdg,4.28E-07
osd,pri,mdg,2.83E-08
pdr,tto,mdg,5.36E-10
wht,tto,mdg,7.24E-08
gro,tto,mdg,6.33E-08
osd,tto,mdg,4.57E-08
pdr,xcb,mdg,2.66E-08
wht,xcb,mdg,1.18E-06
gro,xcb,mdg,1.26E-06
osd,xcb,mdg,3.94E-06
pdr,aut,mdg,2.87E-08
wht,aut,mdg,2.46E-06
gro,aut,mdg,4.01E-06
osd,aut,mdg,9.83E-08
pdr,bel,mdg,6.84E-08
wht,bel,mdg,8.06E-06
gro,bel,mdg,2.25E-06
osd,bel,mdg,1.68E-07
pdr,bgr,mdg,7.63E-08
wht,bgr,mdg,1.54E-05
gro,bgr,mdg,1.82E-05
osd,bgr,mdg,1.19E-05
pdr,hrv,mdg,2.05E-09
wht,hrv,mdg,9.12E-07
gro,hrv,mdg,1.11E-06
osd,hrv,mdg,6.42E-07
pdr,cyp,mdg,2.04E-09
wht,cyp,mdg,2.02E-07
gro,cyp,mdg,2.23E-06
osd,cyp,mdg,8.92E-08
pdr,cze,mdg,2.86E-08
wht,cze,mdg,3.71E-05
gro,cze,mdg,2.39E-05
osd,cze,mdg,1.38E-06
pdr,dnk,mdg,4.11E-08
wht,dnk,mdg,3.20E-05
gro,dnk,mdg,1.40E-05
osd,dnk,mdg,2.10E-06
pdr,est,mdg,4.40E-10
wht,est,mdg,1.79E-07
gro,est,mdg,1.35E-07
osd,est,mdg,2.50E-08
pdr,fin,mdg,1.47E-07
wht,fin,mdg,4.88E-05
gro,fin,mdg,4.31E-05
osd,fin,mdg,3.05E-06
pdr,fra,mdg,1.44E-06
wht,fra,mdg,0.002100104
gro,fra,mdg,0.735319078
osd,fra,mdg,0.009092079
pdr,deu,mdg,1.36E-07
wht,deu,mdg,7.25E-05
gro,deu,mdg,2.66E-05
osd,deu,mdg,1.18E-05
pdr,grc,mdg,5.62E-08
wht,grc,mdg,2.10E-05
gro,grc,mdg,4.47E-06
osd,grc,mdg,3.02E-05
pdr,hun,mdg,1.95E-09
wht,hun,mdg,1.24E-06
gro,hun,mdg,2.50E-07
osd,hun,mdg,2.24E-07
pdr,irl,mdg,5.19E-08
wht,irl,mdg,1.49E-05
gro,irl,mdg,5.76E-06
osd,irl,mdg,1.55E-06
pdr,ita,mdg,8.28E-07
wht,ita,mdg,7.03E-05
gro,ita,mdg,1.86E-05
osd,ita,mdg,4.32E-05
pdr,lva,mdg,3.34E-10
wht,lva,mdg,3.30E-08
gro,lva,mdg,1.46E-07
osd,lva,mdg,2.72E-08
pdr,ltu,mdg,1.79E-09
wht,ltu,mdg,1.85E-06
gro,ltu,mdg,7.60E-07
osd,ltu,mdg,1.93E-06
pdr,lux,mdg,7.25E-07
wht,lux,mdg,4.93E-05
gro,lux,mdg,3.07E-05
osd,lux,mdg,1.88E-06
pdr,mlt,mdg,9.79E-10
wht,mlt,mdg,4.61E-07
gro,mlt,mdg,7.19E-08
osd,mlt,mdg,2.69E-09
pdr,nld,mdg,1.66E-07
wht,nld,mdg,1.27E-05
gro,nld,mdg,5.63E-06
osd,nld,mdg,2.82E-07
pdr,pol,mdg,1.04E-08
wht,pol,mdg,1.58E-05
gro,pol,mdg,5.95E-06
osd,pol,mdg,2.86E-06
pdr,prt,mdg,4.49E-08
wht,prt,mdg,6.57E-07
gro,prt,mdg,1.04E-06
osd,prt,mdg,2.34E-06
pdr,rou,mdg,4.15E-07
wht,rou,mdg,8.38E-05
gro,rou,mdg,0.00021987
osd,rou,mdg,4.14E-06
pdr,svk,mdg,1.94E-09
wht,svk,mdg,1.34E-06
gro,svk,mdg,1.32E-06
osd,svk,mdg,8.58E-08
pdr,svn,mdg,4.20E-09
wht,svn,mdg,8.87E-07
gro,svn,mdg,1.04E-07
osd,svn,mdg,3.04E-08
pdr,esp,mdg,3.75E-07
wht,esp,mdg,3.25E-05
gro,esp,mdg,1.55E-05
osd,esp,mdg,1.30E-05
pdr,swe,mdg,4.08E-07
wht,swe,mdg,0.000207579
gro,swe,mdg,8.20E-05
osd,swe,mdg,1.37E-05
pdr,gbr,mdg,2.05E-07
wht,gbr,mdg,0.000103682
gro,gbr,mdg,1.28E-05
osd,gbr,mdg,4.27E-06
pdr,che,mdg,2.94E-07
wht,che,mdg,2.59E-05
gro,che,mdg,2.42E-05
osd,che,mdg,2.10E-05
pdr,nor,mdg,3.10E-08
wht,nor,mdg,3.43E-06
gro,nor,mdg,1.29E-05
osd,nor,mdg,3.87E-07
pdr,xef,mdg,1.59E-08
wht,xef,mdg,3.19E-06
gro,xef,mdg,1.33E-06
osd,xef,mdg,3.04E-07
pdr,alb,mdg,1.65E-09
wht,alb,mdg,3.07E-06
gro,alb,mdg,1.08E-06
osd,alb,mdg,6.87E-06
pdr,srb,mdg,2.65E-10
wht,srb,mdg,2.30E-07
gro,srb,mdg,2.15E-07
osd,srb,mdg,4.28E-09
pdr,blr,mdg,1.77E-07
wht,blr,mdg,3.49E-06
gro,blr,mdg,2.56E-06
osd,blr,mdg,1.31E-06
pdr,rus,mdg,1.58E-07
wht,rus,mdg,0.000100111
gro,rus,mdg,7.66E-06
osd,rus,mdg,8.93E-07
pdr,ukr,mdg,4.35E-08
wht,ukr,mdg,1.61E-05
gro,ukr,mdg,0.407954782
osd,ukr,mdg,1.53E-06
pdr,xee,mdg,7.22E-10
wht,xee,mdg,2.67E-07
gro,xee,mdg,1.32E-07
osd,xee,mdg,2.54E-08
pdr,xer,mdg,2.14E-08
wht,xer,mdg,1.31E-05
gro,xer,mdg,1.20E-05
osd,xer,mdg,7.34E-07
pdr,kaz,mdg,4.17E-08
wht,kaz,mdg,1.96E-05
gro,kaz,mdg,8.01E-06
osd,kaz,mdg,9.99E-08
pdr,kgz,mdg,3.67E-08
wht,kgz,mdg,1.28E-06
gro,kgz,mdg,9.87E-06
osd,kgz,mdg,9.68E-09
pdr,tjk,mdg,2.38E-08
wht,tjk,mdg,6.66E-06
gro,tjk,mdg,3.05E-06
osd,tjk,mdg,3.93E-06
pdr,uzb,mdg,2.50E-07
wht,uzb,mdg,1.16E-05
gro,uzb,mdg,2.30E-05
osd,uzb,mdg,5.33E-05
pdr,xsu,mdg,4.75E-08
wht,xsu,mdg,2.23E-05
gro,xsu,mdg,9.13E-06
osd,xsu,mdg,1.14E-07
pdr,arm,mdg,2.72E-08
wht,arm,mdg,3.71E-06
gro,arm,mdg,2.13E-05
osd,arm,mdg,1.29E-06
pdr,aze,mdg,5.69E-06
wht,aze,mdg,0.00026316
gro,aze,mdg,0.000140414
osd,aze,mdg,1.01E-05
pdr,geo,mdg,4.65E-08
wht,geo,mdg,1.90E-05
gro,geo,mdg,0.000148535
osd,geo,mdg,9.03E-08
pdr,bhr,mdg,6.19E-06
wht,bhr,mdg,4.21E-06
gro,bhr,mdg,1.53E-05
osd,bhr,mdg,9.33E-08
